sitio,number_pino,sp,h_cm,number_puestas,altitud_m,distances,focal_pine
VC,88,h,180,0,901,11.1803398874989,75
VC,58,h,250,0,901,12.0415945787923,75
VC,59,h,250,0,899,13,75
VC,76,h,180,0,900,0,76
VC,77,h,200,1,900,2,76
VC,60,h,250,0,899,8.60232526704263,76
VC,61,h,325,0,902,8.94427190999916,76
VC,75,h,400,1,902,9.05538513813742,76
VC,78,h,225,0,902,10.1980390271856,76
VC,59,h,250,0,899,11.7046999107196,76
VC,50,h,120,1,896,13.6014705087354,76
VC,88,h,180,0,901,13.8924439894498,76
VC,62,h,250,0,900,13.9283882771841,76
VC,77,h,200,1,900,0,77
VC,76,h,180,0,900,2,77
VC,75,h,400,1,902,9.05538513813742,77
VC,61,h,325,0,902,10,77
VC,78,h,225,0,902,10,77
VC,60,h,250,0,899,10.295630140987,77
VC,88,h,180,0,901,12.2065556157337,77
VC,59,h,250,0,899,13.6014705087354,77
VC,62,h,250,0,900,14.7648230602334,77
VC,106,h,60,0,897,15.1327459504216,77
VC,78,h,225,0,902,0,78
VC,75,h,400,1,902,1.4142135623731,78
VC,61,h,325,0,902,6.32455532033676,78
VC,62,h,250,0,900,7.61577310586391,78
VC,77,h,200,1,900,10,78
VC,76,h,180,0,900,10.1980390271856,78
VC,60,h,250,0,899,10.295630140987,78
VC,88,h,180,0,901,10.4403065089106,78
VC,58,h,250,0,901,13,78
VC,89,h,250,0,901,13,78
VC,79,h,275,1,894,0,79
VC,71,h,300,0,898,4,79
VC,80,h,200,1,898,4.12310562561766,79
VC,70,h,450,1,898,7.81024967590665,79
VC,81,h,150,1,895,10.1980390271856,79
VC,69,h,225,1,898,11.1803398874989,79
VC,72,h,150,0,901,15.1327459504216,79
VC,68,h,250,0,900,15.2970585407784,79
VC,54,h,275,0,895,16.1245154965971,79
VC,82,h,140,0,899,17.0293863659264,79
VC,80,h,200,1,898,0,80
VC,79,h,275,1,894,4.12310562561766,80
VC,71,h,300,0,898,6.40312423743285,80
VC,81,h,150,1,895,6.70820393249937,80
VC,70,h,450,1,898,11.4017542509914,80
VC,69,h,225,1,898,15.2315462117278,80
VC,112,h,250,1,895,16.6433169770932,80
VC,72,h,150,0,901,19.0262975904404,80
VC,68,h,250,0,900,19.4164878389476,80
VC,82,h,140,0,899,19.723082923316,80
VC,81,h,150,1,895,0,81
VC,80,h,200,1,898,6.70820393249937,81
VC,71,h,300,0,898,10.1980390271856,81
VC,79,h,275,1,894,10.1980390271856,81
VC,70,h,450,1,898,15.52417469626,81
VC,112,h,250,1,895,17.2626765016321,81
VC,69,h,225,1,898,20.2237484161567,81
VC,54,h,275,0,895,24.738633753706,81
VC,68,h,250,0,900,25.0199920063936,81
VC,72,h,150,0,901,25.3179778023443,81
VC,82,h,140,0,899,0,82
VC,96,h,200,1,898,3,82
VC,95,h,300,0,899,7.21110255092798,82
VC,83,h,150,0,900,7.28010988928052,82
VC,97,h,200,0,899,8.54400374531753,82
VC,72,h,150,0,901,9.21954445729289,82
VC,84,h,180,0,900,11.4017542509914,82
VC,94,h,325,0,900,11.6619037896906,82
VC,73,h,225,1,901,12.7279220613579,82
VC,67,h,250,0,900,13,82
VC,83,h,150,0,900,0,83
VC,95,h,300,0,899,2.23606797749979,83
VC,84,h,180,0,900,4.12310562561766,83
VC,94,h,325,0,900,5,83
VC,96,h,200,1,898,7.07106781186548,83
VC,97,h,200,0,899,7.21110255092798,83
VC,82,h,140,0,899,7.28010988928052,83
VC,74,h,225,0,901,9.21954445729289,83
VC,73,h,225,1,901,11.1803398874989,83
VC,72,h,150,0,901,12.0830459735946,83
VC,84,h,180,0,900,0,84
VC,94,h,325,0,900,3.16227766016838,84
VC,83,h,150,0,900,4.12310562561766,84
VC,95,h,300,0,899,5.09901951359278,84
VC,85,h,400,2,900,8.06225774829855,84
VC,74,h,225,0,901,8.24621125123532,84
VC,97,h,200,0,899,9.4339811320566,84
VC,96,h,200,1,898,11,84
VC,82,h,140,0,899,11.4017542509914,84
VC,73,h,225,1,901,12.1655250605964,84
VC,85,h,400,2,900,0,85
VC,84,h,180,0,900,8.06225774829855,85
VC,93,h,200,0,900,8.48528137423857,85
VC,94,h,325,0,900,9.21954445729289,85
VC,74,h,225,0,901,10.816653826392,85
VC,83,h,150,0,900,12.1655250605964,85
VC,95,h,300,0,899,13,85
VC,64,h,400,0,900,14.3178210632764,85
VC,65,h,300,0,901,15.2970585407784,85
VC,73,h,225,1,901,16.4012194668567,85
VC,86,h,225,0,899,0,86
VC,92,h,150,0,901,3.60555127546399,86
VC,87,h,250,0,901,4.12310562561766,86
VC,99,h,160,1,898,6.08276253029822,86
VC,98,h,225,0,900,7.21110255092798,86
VC,100,h,275,0,900,7.81024967590665,86
VC,101,h,250,2,899,9.21954445729289,86
VC,93,h,200,0,900,12.0415945787923,86
VC,91,h,300,1,903,12.6491106406735,86
VC,110,h,300,0,899,13,86
VC,87,h,250,0,901,0,87
VC,86,h,225,0,899,4.12310562561766,87
VC,92,h,150,0,901,4.47213595499958,87
VC,100,h,275,0,900,7.07106781186548,87
VC,99,h,160,1,898,7.61577310586391,87
VC,101,h,250,2,899,7.61577310586391,87
VC,91,h,300,1,903,9.4339811320566,87
VC,98,h,225,0,900,10.6301458127346,87
VC,63,h,250,0,902,13.9283882771841,87
VC,110,h,300,0,899,14.560219778561,87
VC,88,h,180,0,901,0,88
VC,89,h,250,0,901,4.24264068711928,88
VC,105,h,225,0,899,7.07106781186548,88
VC,106,h,60,0,897,7.07106781186548,88
VC,90,h,300,0,903,9.21954445729289,88
VC,78,h,225,0,902,10.4403065089106,88
VC,75,h,400,1,902,11.1803398874989,88
VC,104,h,200,1,901,11.6619037896906,88
VC,109,h,225,0,898,12.0415945787923,88
VC,77,h,200,1,900,12.2065556157337,88
VC,89,h,250,0,901,0,89
VC,88,h,180,0,901,4.24264068711928,89
VC,105,h,225,0,899,5.65685424949238,89
VC,90,h,300,0,903,6.08276253029822,89
VC,104,h,200,1,901,7.61577310586391,89
VC,106,h,60,0,897,8.24621125123532,89
VC,109,h,225,0,898,9.8488578017961,89
VC,108,h,70,0,898,12.0415945787923,89
VC,78,h,225,0,902,13,89
VC,103,h,250,0,900,13.9283882771841,89
VC,90,h,300,0,903,0,90
VC,104,h,200,1,901,4.12310562561766,90
VC,89,h,250,0,901,6.08276253029822,90
VC,88,h,180,0,901,9.21954445729289,90
VC,103,h,250,0,900,9.21954445729289,90
VC,105,h,225,0,899,11.1803398874989,90
VC,78,h,225,0,902,13.4164078649987,90
VC,109,h,225,0,898,14.142135623731,90
VC,106,h,60,0,897,14.3178210632764,90
VC,75,h,400,1,902,14.7648230602334,90
VC,91,h,300,1,903,0,91
VC,101,h,250,2,899,5.3851648071345,91
VC,102,h,160,1,901,6.70820393249937,91
VC,100,h,275,0,900,7.28010988928052,91
VC,87,h,250,0,901,9.4339811320566,91
VC,92,h,150,0,901,10.0498756211209,91
VC,99,h,160,1,898,11.1803398874989,91
VC,86,h,225,0,899,12.6491106406735,91
VC,103,h,250,0,900,13.8924439894498,91
VC,115,h,275,0,901,14.8660687473185,91
VC,92,h,150,0,901,0,92
VC,99,h,160,1,898,3.16227766016838,92
VC,86,h,225,0,899,3.60555127546399,92
VC,100,h,275,0,900,4.24264068711928,92
VC,87,h,250,0,901,4.47213595499958,92
VC,101,h,250,2,899,5.8309518948453,92
VC,98,h,225,0,900,6.70820393249937,92
VC,91,h,300,1,903,10.0498756211209,92
VC,110,h,300,0,899,10.1980390271856,92
VC,93,h,200,0,900,14.142135623731,92
VC,93,h,200,0,900,0,93
VC,85,h,400,2,900,8.48528137423857,93
VC,98,h,225,0,900,9.4339811320566,93
VC,86,h,225,0,899,12.0415945787923,93
VC,99,h,160,1,898,13.9283882771841,93
VC,92,h,150,0,901,14.142135623731,93
VC,114,h,225,0,898,15.1327459504216,93
VC,94,h,325,0,900,15.52417469626,93
VC,84,h,180,0,900,15.6524758424985,93
VC,87,h,250,0,901,16.1245154965971,93
VC,94,h,325,0,900,0,94
VC,84,h,180,0,900,3.16227766016838,94
VC,95,h,300,0,899,4.47213595499958,94
VC,83,h,150,0,900,5,94
VC,97,h,200,0,899,7.28010988928052,94
VC,85,h,400,2,900,9.21954445729289,94
VC,96,h,200,1,898,10.4403065089106,94
VC,74,h,225,0,901,11.4017542509914,94
VC,82,h,140,0,899,11.6619037896906,94
VC,111,h,170,0,898,13.6014705087354,94
VC,95,h,300,0,899,0,95
VC,83,h,150,0,900,2.23606797749979,95
VC,94,h,325,0,900,4.47213595499958,95
VC,97,h,200,0,899,5,95
VC,84,h,180,0,900,5.09901951359278,95
VC,96,h,200,1,898,6.08276253029822,95
VC,82,h,140,0,899,7.21110255092798,95
VC,74,h,225,0,901,11.4017542509914,95
VC,111,h,170,0,898,12.2065556157337,95
VC,85,h,400,2,900,13,95
VC,96,h,200,1,898,0,96
VC,82,h,140,0,899,3,96
VC,97,h,200,0,899,5.8309518948453,96
VC,95,h,300,0,899,6.08276253029822,96
VC,83,h,150,0,900,7.07106781186548,96
VC,94,h,325,0,900,10.4403065089106,96
VC,84,h,180,0,900,11,96
VC,111,h,170,0,898,11.0453610171873,96
VC,72,h,150,0,901,12.1655250605964,96
VC,73,h,225,1,901,15,96
VC,97,h,200,0,899,0,97
VC,95,h,300,0,899,5,97
VC,96,h,200,1,898,5.8309518948453,97
VC,83,h,150,0,900,7.21110255092798,97
VC,111,h,170,0,898,7.21110255092798,97
VC,94,h,325,0,900,7.28010988928052,97
VC,82,h,140,0,899,8.54400374531753,97
VC,84,h,180,0,900,9.4339811320566,97
VC,113,h,250,0,898,11.1803398874989,97
VC,74,h,225,0,901,16.4012194668567,97
VC,98,h,225,0,900,0,98
VC,99,h,160,1,898,5,98
VC,92,h,150,0,901,6.70820393249937,98
VC,86,h,225,0,899,7.21110255092798,98
VC,110,h,300,0,899,8.06225774829855,98
VC,100,h,275,0,900,9,98
VC,93,h,200,0,900,9.4339811320566,98
VC,87,h,250,0,901,10.6301458127346,98
VC,101,h,250,2,899,11,98
VC,114,h,225,0,898,14.142135623731,98
VC,99,h,160,1,898,0,99
VC,92,h,150,0,901,3.16227766016838,99
VC,100,h,275,0,900,4,99
VC,98,h,225,0,900,5,99
VC,101,h,250,2,899,6,99
VC,86,h,225,0,899,6.08276253029822,99
VC,110,h,300,0,899,7.07106781186548,99
VC,87,h,250,0,901,7.61577310586391,99
VC,91,h,300,1,903,11.1803398874989,99
VC,115,h,275,0,901,13.4164078649987,99
VC,100,h,275,0,900,0,100
VC,101,h,250,2,899,2,100
VC,99,h,160,1,898,4,100
VC,92,h,150,0,901,4.24264068711928,100
VC,87,h,250,0,901,7.07106781186548,100
VC,91,h,300,1,903,7.28010988928052,100
VC,86,h,225,0,899,7.81024967590665,100
VC,110,h,300,0,899,8.60232526704263,100
VC,98,h,225,0,900,9,100
VC,102,h,160,1,901,10.770329614269,100
VC,101,h,250,2,899,0,101
VC,100,h,275,0,900,2,101
VC,91,h,300,1,903,5.3851648071345,101
VC,92,h,150,0,901,5.8309518948453,101
VC,99,h,160,1,898,6,101
VC,87,h,250,0,901,7.61577310586391,101
VC,102,h,160,1,901,8.94427190999916,101
VC,86,h,225,0,899,9.21954445729289,101
VC,110,h,300,0,899,9.89949493661167,101
VC,98,h,225,0,900,11,101
VC,102,h,160,1,901,0,102
VC,91,h,300,1,903,6.70820393249937,102
VC,101,h,250,2,899,8.94427190999916,102
VC,103,h,250,0,900,9.05538513813742,102
VC,100,h,275,0,900,10.770329614269,102
VC,115,h,275,0,901,11.3137084989848,102
VC,99,h,160,1,898,14.560219778561,102
VC,92,h,150,0,901,14.7648230602334,102
VC,104,h,200,1,901,15.0332963783729,102
VC,110,h,300,0,899,15.2970585407784,102
VC,103,h,250,0,900,0,103
VC,104,h,200,1,901,6.32455532033676,103
VC,102,h,160,1,901,9.05538513813742,103
VC,90,h,300,0,903,9.21954445729289,103
VC,91,h,300,1,903,13.8924439894498,103
VC,89,h,250,0,901,13.9283882771841,103
VC,121,h,275,0,901,15.8113883008419,103
VC,105,h,225,0,899,17.0293863659264,103
VC,109,h,225,0,898,17.464249196573,103
VC,101,h,250,2,899,17.7200451466693,103
VC,104,h,200,1,901,0,104
VC,90,h,300,0,903,4.12310562561766,104
VC,103,h,250,0,900,6.32455532033676,104
VC,89,h,250,0,901,7.61577310586391,104
VC,105,h,225,0,899,11.0453610171873,104
VC,88,h,180,0,901,11.6619037896906,104
VC,109,h,225,0,898,12.5299640861417,104
VC,102,h,160,1,901,15.0332963783729,104
VC,106,h,60,0,897,15.0332963783729,104
VC,121,h,275,0,901,15.2970585407784,104
VC,105,h,225,0,899,0,105
VC,106,h,60,0,897,4.47213595499958,105
VC,109,h,225,0,898,5,105
VC,89,h,250,0,901,5.65685424949238,105
VC,108,h,70,0,898,6.40312423743285,105
VC,88,h,180,0,901,7.07106781186548,105
VC,104,h,200,1,901,11.0453610171873,105
VC,90,h,300,0,903,11.1803398874989,105
VC,117,h,120,0,898,11.4017542509914,105
VC,116,h,200,0,898,12.1655250605964,105
VC,106,h,60,0,897,0,106
VC,105,h,225,0,899,4.47213595499958,106
VC,108,h,70,0,898,7,106
VC,88,h,180,0,901,7.07106781186548,106
VC,109,h,225,0,898,8.06225774829855,106
VC,89,h,250,0,901,8.24621125123532,106
VC,107,h,200,1,896,11,106
VC,117,h,120,0,898,13.0384048104053,106
VC,90,h,300,0,903,14.3178210632764,106
VC,104,h,200,1,901,15.0332963783729,106
VC,107,h,200,1,896,0,107
VC,106,h,60,0,897,11,107
VC,108,h,70,0,898,13.0384048104053,107
VC,105,h,225,0,899,15.1327459504216,107
VC,118,h,160,0,897,16.4924225024706,107
VC,109,h,225,0,898,16.5529453572468,107
VC,88,h,180,0,901,16.7630546142402,107
VC,77,h,200,1,900,17.4928556845359,107
VC,117,h,120,0,898,17.6918060129541,107
VC,89,h,250,0,901,19.1049731745428,107
VC,108,h,70,0,898,0,108
VC,109,h,225,0,898,4,108
VC,117,h,120,0,898,6.08276253029822,108
VC,105,h,225,0,899,6.40312423743285,108
VC,106,h,60,0,897,7,108
VC,116,h,200,0,898,9.21954445729289,108
VC,119,h,90,0,897,10.1980390271856,108
VC,118,h,160,0,897,11.4017542509914,108
VC,120,h,300,0,898,11.4017542509914,108
VC,89,h,250,0,901,12.0415945787923,108
VC,109,h,225,0,898,0,109
VC,108,h,70,0,898,4,109
VC,105,h,225,0,899,5,109
VC,117,h,120,0,898,6.70820393249937,109
VC,116,h,200,0,898,7.28010988928052,109
VC,106,h,60,0,897,8.06225774829855,109
VC,120,h,300,0,898,9.48683298050514,109
VC,89,h,250,0,901,9.8488578017961,109
VC,119,h,90,0,897,11.6619037896906,109
VC,88,h,180,0,901,12.0415945787923,109
VC,110,h,300,0,899,0,110
VC,99,h,160,1,898,7.07106781186548,110
VC,98,h,225,0,900,8.06225774829855,110
VC,100,h,275,0,900,8.60232526704263,110
VC,115,h,275,0,901,8.60232526704263,110
VC,101,h,250,2,899,9.89949493661167,110
VC,92,h,150,0,901,10.1980390271856,110
VC,122,h,180,0,899,10.6301458127346,110
VC,86,h,225,0,899,13,110
VC,114,h,225,0,898,14.3178210632764,110
VC,111,h,170,0,898,0,111
VC,113,h,250,0,898,5.3851648071345,111
VC,97,h,200,0,899,7.21110255092798,111
VC,96,h,200,1,898,11.0453610171873,111
VC,95,h,300,0,899,12.2065556157337,111
VC,94,h,325,0,900,13.6014705087354,111
VC,82,h,140,0,899,14.0356688476182,111
VC,83,h,150,0,900,14.422205101856,111
VC,84,h,180,0,900,16.2788205960997,111
VC,134,h,190,1,899,22.1359436211787,111
VC,112,h,250,1,895,0,112
VC,80,h,200,1,898,16.6433169770932,112
VC,81,h,150,1,895,17.2626765016321,112
VC,79,h,275,1,894,19.8494332412792,112
VC,71,h,300,0,898,23.0217288664427,112
VC,96,h,200,1,898,26.0192236625154,112
VC,82,h,140,0,899,26.3058928759318,112
VC,111,h,170,0,898,26.9258240356725,112
VC,70,h,450,1,898,27.6586333718787,112
VC,97,h,200,0,899,29.2745623366089,112
VC,113,h,250,0,898,0,113
VC,111,h,170,0,898,5.3851648071345,113
VC,97,h,200,0,899,11.1803398874989,113
VC,94,h,325,0,900,15.8113883008419,113
VC,95,h,300,0,899,15.8113883008419,113
VC,96,h,200,1,898,16.0312195418814,113
VC,134,h,190,1,899,16.7630546142402,113
VC,83,h,150,0,900,18.0277563773199,113
VC,84,h,180,0,900,18.8679622641132,113
VC,82,h,140,0,899,19.0262975904404,113
VC,114,h,225,0,898,0,114
VC,122,h,180,0,899,8.60232526704263,114
VC,98,h,225,0,900,14.142135623731,114
VC,110,h,300,0,899,14.3178210632764,114
VC,93,h,200,0,900,15.1327459504216,114
VC,133,h,225,0,899,15.1327459504216,114
VC,99,h,160,1,898,18.0277563773199,114
VC,132,h,170,0,899,18.3847763108502,114
VC,134,h,190,1,899,19.723082923316,114
VC,92,h,150,0,901,20.6155281280883,114
VC,115,h,275,0,901,0,115
VC,110,h,300,0,899,8.60232526704263,115
VC,102,h,160,1,901,11.3137084989848,115
VC,101,h,250,2,899,12,115
VC,100,h,275,0,900,12.1655250605964,115
VC,99,h,160,1,898,13.4164078649987,115
VC,122,h,180,0,899,14.3178210632764,115
VC,91,h,300,1,903,14.8660687473185,115
VC,92,h,150,0,901,15.8113883008419,115
VC,98,h,225,0,900,16.2788205960997,115
VC,116,h,200,0,898,0,116
VC,120,h,300,0,898,2.23606797749979,116
VC,117,h,120,0,898,5.09901951359278,116
VC,121,h,275,0,901,6.32455532033676,116
VC,109,h,225,0,898,7.28010988928052,116
VC,125,h,140,1,901,7.28010988928052,116
VC,126,h,200,0,897,8.24621125123532,116
VC,119,h,90,0,897,8.54400374531753,116
VC,108,h,70,0,898,9.21954445729289,116
VC,129,h,350,0,899,10,116
VC,117,h,120,0,898,0,117
VC,119,h,90,0,897,5,117
VC,116,h,200,0,898,5.09901951359278,117
VC,108,h,70,0,898,6.08276253029822,117
VC,109,h,225,0,898,6.70820393249937,117
VC,120,h,300,0,898,6.70820393249937,117
VC,118,h,160,0,897,8.54400374531753,117
VC,126,h,200,0,897,9.48683298050514,117
VC,127,h,250,0,897,10.1980390271856,117
VC,125,h,140,1,901,10.6301458127346,117
VC,118,h,160,0,897,0,118
VC,119,h,90,0,897,5.09901951359278,118
VC,117,h,120,0,898,8.54400374531753,118
VC,127,h,250,0,897,9.21954445729289,118
VC,128,h,200,1,898,10,118
VC,108,h,70,0,898,11.4017542509914,118
VC,126,h,200,0,897,12.5299640861417,118
VC,116,h,200,0,898,13.1529464379659,118
VC,120,h,300,0,898,14,118
VC,109,h,225,0,898,14.2126704035519,118
VC,119,h,90,0,897,0,119
VC,117,h,120,0,898,5,119
VC,118,h,160,0,897,5.09901951359278,119
VC,127,h,250,0,897,6.08276253029822,119
VC,128,h,200,1,898,7.07106781186548,119
VC,126,h,200,0,897,7.81024967590665,119
VC,116,h,200,0,898,8.54400374531753,119
VC,120,h,300,0,898,9.05538513813742,119
VC,108,h,70,0,898,10.1980390271856,119
VC,129,h,350,0,899,10.6301458127346,119
VC,120,h,300,0,898,0,120
VC,116,h,200,0,898,2.23606797749979,120
VC,121,h,275,0,901,5,120
VC,125,h,140,1,901,5.09901951359278,120
VC,117,h,120,0,898,6.70820393249937,120
VC,126,h,200,0,897,6.70820393249937,120
VC,129,h,350,0,899,8.06225774829855,120
VC,119,h,90,0,897,9.05538513813742,120
VC,124,h,190,0,900,9.21954445729289,120
VC,109,h,225,0,898,9.48683298050514,120
VC,121,h,275,0,901,0,121
VC,120,h,300,0,898,5,121
VC,116,h,200,0,898,6.32455532033676,121
VC,124,h,190,0,900,6.32455532033676,121
VC,125,h,140,1,901,6.40312423743285,121
VC,130,h,400,0,901,8.24621125123532,121
VC,123,h,225,0,902,9.4339811320566,121
VC,131,h,250,0,900,9.48683298050514,121
VC,126,h,200,0,897,10,121
VC,129,h,350,0,899,10,121
VC,122,h,180,0,899,0,122
VC,114,h,225,0,898,8.60232526704263,122
VC,110,h,300,0,899,10.6301458127346,122
VC,133,h,225,0,899,11.1803398874989,122
VC,132,h,170,0,899,12,122
VC,115,h,275,0,901,14.3178210632764,122
VC,98,h,225,0,900,15.2970585407784,122
VC,135,h,130,2,895,16.1245154965971,122
VC,99,h,160,1,898,17,122
VC,150,h,150,3,899,19.0262975904404,122
VC,123,h,225,0,902,0,123
VC,124,h,190,0,900,6.08276253029822,123
VC,131,h,250,0,900,6.40312423743285,123
VC,130,h,400,0,901,6.70820393249937,123
VC,121,h,275,0,901,9.4339811320566,123
VC,136,h,150,0,898,10.816653826392,123
VC,125,h,140,1,901,12,123
VC,120,h,300,0,898,13.9283882771841,123
VC,129,h,350,0,899,14.3178210632764,123
VC,145,h,50,0,900,14.8660687473185,123
VC,124,h,190,0,900,0,124
VC,130,h,400,0,901,2,124
VC,131,h,250,0,900,3.16227766016838,124
VC,123,h,225,0,902,6.08276253029822,124
VC,125,h,140,1,901,6.08276253029822,124
VC,121,h,275,0,901,6.32455532033676,124
VC,136,h,150,0,898,8,124
VC,129,h,350,0,899,8.24621125123532,124
VC,120,h,300,0,898,9.21954445729289,124
VC,126,h,200,0,897,10,124
VC,125,h,140,1,901,0,125
VC,129,h,350,0,899,3.60555127546399,125
VC,126,h,200,0,897,4.12310562561766,125
VC,120,h,300,0,898,5.09901951359278,125
VC,124,h,190,0,900,6.08276253029822,125
VC,121,h,275,0,901,6.40312423743285,125
VC,130,h,400,0,901,6.70820393249937,125
VC,116,h,200,0,898,7.28010988928052,125
VC,131,h,250,0,900,8.06225774829855,125
VC,127,h,250,0,897,9.21954445729289,125
VC,126,h,200,0,897,0,126
VC,129,h,350,0,899,2.82842712474619,126
VC,125,h,140,1,901,4.12310562561766,126
VC,127,h,250,0,897,5.09901951359278,126
VC,128,h,200,1,898,5.3851648071345,126
VC,120,h,300,0,898,6.70820393249937,126
VC,119,h,90,0,897,7.81024967590665,126
VC,116,h,200,0,898,8.24621125123532,126
VC,117,h,120,0,898,9.48683298050514,126
VC,138,h,150,0,898,9.48683298050514,126
VC,127,h,250,0,897,0,127
VC,128,h,200,1,898,1,127
VC,126,h,200,0,897,5.09901951359278,127
VC,119,h,90,0,897,6.08276253029822,127
VC,129,h,350,0,899,7.07106781186548,127
VC,138,h,150,0,898,8.24621125123532,127
VC,118,h,160,0,897,9.21954445729289,127
VC,125,h,140,1,901,9.21954445729289,127
VC,117,h,120,0,898,10.1980390271856,127
VC,120,h,300,0,898,10.6301458127346,127
VC,128,h,200,1,898,0,128
VC,127,h,250,0,897,1,128
VC,126,h,200,0,897,5.3851648071345,128
VC,129,h,350,0,899,7,128
